tweet,label
"Why oh why did I drink three cups of coffee to stay up binge watching Gilmore Girls when I have to be at the gym tomorrow at 10:30 
",negative
"There may be lovers who hold out their hands but He'll never love you like I can can can #MTVHottest Sam Smith 
",neutral
"I've a bad feeling Simpson's plot in the 2nd half of the season is #JessicaJones equivalent of 'Thor's vision quest' in Age of Ultron 
",negative
"Karthikeyan in 22nd is already being warned by his HRT engineer that he needs to cool the brakes\u002c with 53 laps still to go. #F1 
",negative
"We have had a few Leeds United tickets returned which are available on a 1st come 1st served basis to supporters on the database #RUFC 
",neutral
"""Her is a Chevy Spark in Dons favorite color.  I may joke, but this color sells out as soon as the dealer gets... 
",positive
"The safest place to be in Tottenham tonight is the Spurs trophy cabinet. There's no chance of looters visiting there. #gooners #goonerpower 
",positive
"@kyle68 @kyle68 @kyle68 No he not Kendrick is the best rapper in mainstream right now Black Friday freestyles ex. 
",positive
"How is it the dirt poor kids in 3rd world countries manage to get money to go to a show but kids in the Valley can\u2019t? 
",negative
"@emilymiller Guti's catch at the wall in May against the Yankees at Safeco and Trayvon's catch are the leaders in the clubhouse. 
",neutral
"*6th grader voice* Go to Google and look up meatspin but make sure ur mom isn't looking 
",negative
"If I end up going to Disneyland tomorrow I'll be the happiest girl on this planet 
",positive
"I might have a pair of Janet Jackson tickets to giveaway Friday morning on The River 100.5 FM. I'll update you... 
",positive
"CONFERENCE: last day for early bird regs for ARPS 2012 Radiation Safety: Bridging the Gap Sydney 14-17 Oct 
",neutral
"""I just need to know if the term """"Sharknado"""" will be mentioned in an AFD tomorrow. This is important."" 
",neutral
"Omg wtf FML. Can't sleep. College tomorrow and a presentation on the St. Patrick's Day campaign for the Guinness Storehouse..Just want SLEEP 
",negative
"The only reason Dustin Johnson didn't play  well is because it's a Sunday.  Luckily for him the final round is on Monday.  #TheOpen2015 
",positive
"lol James Franklin is going to fly in a helicopter to my high school tomorrow 
",neutral
"Happiness is a Sunday with freshly squeezed oj, hot black coffee and Bob Marley on the stereo. Happy Sunday, fellow humans 
",positive
"Welp glad i listened to my instincts and started Romo ...we'll see how he does tonight though 
",positive
"i've never watched naruto but i love the 16th opening it's my favorite 
",positive
"Superfast Internet starts on the 27th which means I can actually stream #ffxiv and not have it look like it's recorded on an old Nokia 
",positive
"""Really hoping tonite Lloyd Robertson will ask us to goto the window and yell \""""I'm mad as hell and I'm not going to take it anymore!\"""" #Lloyd"" 
",negative
"Thursday's top stories including the latest in the lawsuit against Rolling Stone and Sabrina Erdely  
",neutral
"""So asad isn't enough for kill muslim that's way @amandaneal u invite USA to kill Muslims, may Allah punish you how much u deserve."" 
",negative
"WSJ: Microsoft testing homegrown handset designs with suppliers\u002c may not see mass pro:   Until very recently\u002c Mi... 
",negative
"""Again: 2nd best album of the year according to Noisey, ranked one position below KENDRICK LAMAR! 
",positive
"i found a video of me raging on october 3rd because she never went to Disney world 
",negative
"Pleased to welcome the LGBT community to the Capital City for the 26th Annual Pride Parade in downtown Lansing... 
",positive
"Very disappointed to learn that the Great Yorkshire Show has been cancelled @james69 . Had planned to go tomorrow. 
",negative
"@dennislambert I love Israel. Love the Jews. So I may make a terrible Nazi. :(   @dennislambert @dennislambert @dennislambert 
",positive
"Jason Wu & Rebecca Minkoff on friday\u002c  Lela Rose\u002c Tracey Reese\u002c Zac Posen & Derek Lam on sunday some if the shows i\u2019m excited too see #NYFW 
",positive
"""Hey all!  Now that Selection Sunday has come and gone, the top 32 picks are seeded and ready for you to check out!... 
",positive
"@smithjames your arguments may be valid in an overarching debate on DP. Too late in the game now for Yakub. Folks shut have spoken... 
",negative
"Be sure to watch Miss USA tomorrow night at 8pm ET on the Reelz Channel! I can not wait to see which beautiful... 
",positive
"@jenniferlewis went to get vip for February 11th show and you're sold out my heart is broken I can't meet you with my big brother 
",negative
"@rhayes @rhayes nah m8 always start at the beginning and see the evolution madonna's 2nd and 3rd albums are perf) 
",positive
"@christinadavis Happy 4th Monthsary SlaNiesse!! ;) Wishing you guys more more months and years together. Stay strong for Slater and Deniesse! ;) 
",positive
"I may not be a huge U2 fan but Bono's mullet in the 80s was superb! 
",positive
"swear twilight was badass vampire/werewolf shit but this 4th one is just bella &amp; edward shaggin wtf happened did the budget run out or what 
",negative
"#NBA The Brooklyn Nets opener vs. the New York Knicks is postponed. It was originally scheduled for Thursday evening. 
",negative
"Rick Perry has a great record of solving problems in the 12th largest economy worldwide.  Others have plans only 
",positive
"""Caitlyn Jenner may not be """"down"""" with gay marriage, but she should really understand that people are gonna see that as hypocritical."" 
",negative
"@patrick92 Ironman Wales in September? Fancy it? Warm welcome from us Welshies in Tenby! 
",positive
"Fragrant Friday - Gucci Bamboo: Gucci has a new fragrance meant to show off the diverse sides of a Guc... #beauty 
",positive
"Slow Economic Gains in 3rd Quarter: ABJ - October 26 - Some reason for optimism surfaced during the third-quarte... 
",negative
"""Tomorrow is National Ice Cream Day! Have a scoop, it fits into many of these healthy family tips! 
",positive
"""Celebrity Big Brother starts tomorrow. I won't be watching, what a load of shit, the majority of them won't even be celebs. #shit #TV"" 
",negative
"Heres everybody\u2019s warning nobody better piss me off tomorrow\u002c Idc who you are I\u2019m gonna snap #done #imatmybreakingpoint #canttakethisanymore 
",negative
"""Claims maths came from Islam. I tell him Egypt, Greeks had it earlier for example.Tries to prove me wrong by saying: 
",negative
"""God Only Knows. Elton, Kylie, Chris Martin, Jools, Jamie Cullum, Brian May, etc, etc. The BBC always drag up the usual shite, don't they?"" 
",negative
"""Only saviour is it was """"against all odds"""" Now it's Katy Perry ... Monday morning getting worse"" 
",negative
"@xmartinez What makes me almost as angry as #legitimaterape is that I may vote for @xmartinez even though she supported PIPA. Lesser evil... 
",negative
"Emme\u2019s 10th birthday cake :) with Big Time Rush! via @herringrandy 
",positive
"Im so tired that Zulu is the 1st word that pops in my mind 
",negative
"I just offered to bring someone Taco Bell for lunch tomorrow & they denied me #WhoDoesThat!? You should always accept Taco Bell! #Always 
",negative
"Interested to see what kind of ratings the U.S. Open final gets on Saturday with Serena presumably going for history up against CFB. 
",positive
"""I'm sorry, but Randy Orton is the most plain wrestler on the roster. He does nothing for me in the main event spot. 2nd is Sheamus."" 
",negative
"Just cus it\u2019s Friday here are 62 reasons why Bill Murray is awesome 
",positive
"Wait it\u2019s Friday on the east coast why isn\u2019t little things on iTunes 
",neutral
"Asif I just got sacked by Everton for coming 6th reaching FA cup final and winning the Europa league #Mad 
",negative
"""You've just flushed your life down the toilet, Taker. This Sunday, Brock Lesnar will fucking kill you!"" 
",negative
"""Watching @charlesbrown make Josh Hamilton whiff is a wonderful, wonderful thing. C'mon @charlesbrown 
",positive
"@natasha78 Amongst a body of work that is superlative, this may sit near the top; freedom passage is writerly elegance Nirvana"" 
",positive
"even though there is rampage tonight\u002c a gig tomorrow the best thing about my weekend will be seeing @thomaschristopher #loveyou 
",positive
"the thing I'm most jealous of ab Miley is that she got rapped ab by Jay...nearly marrying Liam is a close 2nd 
",positive
"#Iran US delisting MKO from global terrorists list in line with Iran campaign: Tehran\u002c Oct 30\u002c IRNA -- Secretary... 
",neutral
"@lambertaaron Saw him in indy with Eric Church, Brantley &amp; others. 1st act started @lambertaaron and kenny started around 9. 
",positive
"Kris Bryant hits a pop-up 4 an opposite field walkoff HR to win it w/ 2 outs in the 9th. A perfectly Wrigley HR. 
",positive
"It's Monday. I'm wearing a Nirvana t-shirt. I didn't want to be here. Clearly 
",negative
"""this boy got some beats , gucci bag, Versace sun glasses and is taking the damn train . . Type of shit is that"" 
",negative
"Man c'mon Nintendo we could get a Mega Man helmet in Splatoon with the amiibo just DO IT 
",neutral
"Is Chris Evans turning into Alan Partridge? Brian May's introduction just needed an  A-Ha #BBCMusicAwards 
",neutral
"Better be with Kendrick Lamar 
",positive
"Thanks to Amazon Prime I have a new phone case coming tomorrow. I don't want to do what my momma did and drop it and smash the screen. 
",positive
"Is anyone checking out the New Batman: Rises movie showing tonight by USG at 6 and then the Octoberfest tomorrow night. 
",neutral
"Not being funny but is it true that Saudi conceded that they got it wrong by declaring Eid on the Friday ? ..... 
",neutral
"You can't say Muslim and claim it's not about Islam! It's a fact for those who have a monochromatic gaze like urs 
",negative
"What I plan on eating tomorrow at the @mcdonaldarthur ... Deep fried Kool-Aid\u002c Deep fried Derby Pie\u002c Deep fried Girl Scout Thin Mints\u002c etc... 
",neutral
"My phone may as well be a Nokia it none of my apps are working 
",negative
"2006 NHL 1st overall pick pitching for the White Sox today. 
",neutral
"Has just won two tickets to evanescence on Monday boom! Thanks @fosterrobert 
",positive
"@idixon Look at SPX daily in early June 2012. It bottomed the day after SPX 200d SMA was sliced. This time, 200d was sliced yesterday."" 
",negative
"Thursday night Must-See TV hasn't been this comical since the Friends &amp; Seinfeld one-two punch. #GOPDebate 
",positive
"Taking pops to go see Straight out of Compton tomorrow. Knowing his favorite rapper till this day is Ice Cube. 
",positive
"I'm so excited to see the new iPhone release, even though it may be following a trend xD 
",positive
"Great article in Rolling Stone on Rod Picott. Check it out!  I'll be interviewing Rod on the August 9th episode... 
",positive
"The Apple Watch may just change the way we travel. How do you think smart watches will aid our trips? 
",positive
"Does anybody in Pittsburgh want a ticket to see the Foo Fighters on Tuesday at 7? It pains me to miss the show but... 
",negative
"when I go to the Foo Fighters concert in October in Atlanta I'm gonna be so sad if don't get to meet Dave Grohl somehow 
",neutral
"NEWS: Plan B confirms February UK tour with support from Labrinth and Rudimental! 
",positive
"@williamsoncourtney I\u2019m going down to the united game on Sat then staying down there\u002c so I ain\u2019t gonna be out man #immissinout #haveatrebelforme 
",neutral
"good stream tonight will be back with more Mad Max tomorrow.....I want a PS4 so I can play Until Dawn fackkkk  see you tomorrow! 
",positive
"Fact: if you listen to Zac Brown Band on a gloomy day the sun comes out 
",positive
"@reneeadams see you tomorrow at the Britannia! Been almost a year since we got to meet you in Milan, now to see you turn it up in Stoke!"" 
",positive
"Northern Ireland 1-0 England: The night Windsor Park blew David Beckham away: In the aftermath maybe, just may... 
",positive
"Was thrilled when a group of kayakers came done the Thomson on my way home from Prince George on Tuesday #Nikon #d810 
",positive
"Reason why Ant-Man may have 'struggled' vs. other Marvel? My parents assumed it was a parody. 
",negative
"And if my day wasn't bad enough already, Snoop Dogg just cancelled his concert tomorrow night.... 
",negative
"Bobby Jindal does push-ups before Republican debate: Washington, Aug 6 : Bobby Jindal may not have made the cu... 
",negative
"Perseverance is failing 19 times and succeeding the 20th. - Julie Andrews at BrainyQuote via @michele86 
",positive
"Fleetwood Mac, braaivleis... Befokte Sunday with @brownjack And them @brownjack beers were just as lekker! 
",positive
"gonna go see Justin bieber with dylan in March on my birthday!!!! 
",positive
"'David Price' appeared on Tuesday 4 at the 6th place in the Top20 of Ottawa's Trends: #trndnl 
",positive
"""Red Sox off to another great start. They lead the Phillies after two innings at Fenway 6-0, scoring 2 in the 1st and 4 more in the second"" 
",positive
"As long as Seth Rollins leaves with his title Sunday night then I'll be happy #RAW #TitleForTitle 
",positive
"Not able to watch the Enrile documentary\u002c but I\u2019ve a sense he (yet again) won\u2019t like tomorrow\u2019s INQ editorial. 
",negative
"Saw straight out of Compton 3x this week. I can watch it again tomorrow and still be excited. Gain so much respect for Ice Cube 
",positive
"Sat watching the sun set with a large glass of wine and a pack of marlies listening to fleetwood mac, DOES LIFE GET BETTER?? no, it does not 
",positive
"Finally broke down and got Amazon Prime and the delivery on my 1st purchase as a member is late. @tony77 I was expecting better. 
",negative
"Check out the Christmas trading times for the Eagle Farm Markets! Don't miss the Twilight Fresh Market on Wednesday! 
",neutral
"Was just talking about Frank Gifford Sat &amp; sadly he dies on Sun. Maybe I'll be talking about @michael49 today. #gopclowncar 
",negative
"""Seriously though, somebody posted Amy Schumer as their woman crush Wednesday on Instagram &amp; I almost went off, but it's not worth it"" 
",negative
"@andersenchristian It's gonna be hard enjoying Christmas knowing you're facing Rousey on 2nd January. Yeah, good luck with that one :D"" 
",neutral
"""We're off to bed - tomorrow, hopefully, gay academics will take over the world! ;-) Night! #snoozetime"" 
",positive
"""My man Uzumaki Khan takes Thursday's off work just to watch Naruto, love that guy man"" 
",positive
"@ccruz I installed Madden 16 Deluxe last Monday night for PS4 and still haven't received my packs today nor the reward for opening 50 
",negative
"VIDEO: John Cena hits Jon Stewart with an attitude adjustment on Monday Night #RAW 
",neutral
"@moranconnor @moranconnor I rather watch paint dry or stare at the sun. your show is 100% fake like you Caitlyn Jenner. tsktskshameshame! 
",negative
"Cubs win! Walk off home run in the 10th by the blue eyed killa Kris Bryant! 
",positive
"Mama G said we could go see Paper Towns tomorrow and I SWEAR if she cancels on me 
",neutral
"Flying in to Calgary tomorrow. @anne55 I can\u2019t wait to meet you at your loft. Best stay in or get out of dodge this weekend. #sayno 
",positive
"Edgar Davids (39) made a successful return after a 2-year absence by leading Barnet to its 1st league win of the season: 4-0 vs Northampton. 
",positive
"""Our Holiday Open House is in full swing!!! Please stop by if you can. Noon to 3 p.m. at 724 W. 2nd Avenue, Milan,... 
",positive
"It's Amazon Prime Day using the Autism Sprinter link, it's a new as good as getting deals on a Black Friday!!... 
",positive
"New violence erupted in the West Bank Thursday with four Palestinian attackers shot dead by Israeli forces as Israel recoiled over a video 
",negative
"""Winnipeg Sun: """"But make no mistake: Janet Jackson played to win. And did."""" #UnbreakableWinnipeg #UnbreakableWorldTour 
",positive
"Fianlly gaming review of Moto G3 and it is a solid performer! 7 Graphics heavy games with Moto G 3rd generation! 
",positive
"Lovely- just received our complementary tickets to @ryan59 game @ryan59 v @ryan59 tomorrow.. Hoping for some goals.We go 0-3 Chelsea 
",positive
"1D in Chicago Sunday was awesome! So sad about the 1 year break but they totally deserve it! Niall owned the show! 
",positive
"@daniel47 Despite recent performances lets make sure 25k Albion fans make Amex a total noise cauldron on Friday # nonstopsinging 
",neutral
"7:35 pm central time on Sunday night and Tom Brady and the @kwarner are still #cheaters 
",negative
"Kiryu to Release 9th Single This Christmas Visual Kei band Kiryu surprise their fans with great news! The band... 
",positive
"It sucks we live in a world where Sharknado is about to start a 4th sequel but we can't get a Tron 3 or Dredd 2. 
",negative
"""#AFailedTextFromToday """"""""You going to Soundset?""""""""-Name Withheld. """"""""Uh, Soundset was last Sunday...."""""""" Ahahahaha"" 
",negative
"We get a 2nd Christmas in February with Kendrick and Coles collab album 
",positive
"Happy Star Wars Day from your friends at The Mongcast! May the force be with you.  
",positive
"@sarah45 Steelers fans are AWESOME! Just for that, I'm making it my mission to piss off a Brown's fan today hehe #inspiration"" 
",positive
"Kanye West is insane. He also may be a complete genius. But I still don't want him to be president. #VMAs #fb 
",neutral
"Samsung's Galaxy Note 5 should be an evolutionary upgrade:   Still wondering what Samsung is going to unveil at its August 13th event... 
",positive
"Christmas in September! Apple's keynote on the upcoming iPhone is today at 10am Pacific! 
",positive
"What is chilling? I get more stick from Muslims than I ever do from non-Muslims - am sorry it is the truth world - as much as it may pain 
",negative
"Omw to work bumping this 90's Mariah Carey. Bet NOT nobody fukc up my day. I gotta short fuse so this feeling may... 
",positive
"@connerjacob Have a Great Tour Georgia! So sad that you won\u2019t be in Youngstown for a 2nd year in a row & I won\u2019t get to see you guys :( 
",negative
"@zrodriguez BY HAVING Seth Rollins as number 1? All credibility is lost. May be the worst WWE champion in history! WWE owns yall? 
",negative
"We always mess up when we get the chance to go up the table when Atleti or Barca mess up. PLEASE WIN TOMORROW :) @hollygonzalez 
",positive
"Black History Fact: Marsalis is the 1st and only artist to win both classical and jazz Grammy Awards in one year\u002c and to repeat the next yr 
",positive
"@mburgess will make Floyd Mayweather her bitch. i'll give her 35 seconds 1st round ;) 
",neutral
"Thank you God for allowing another episode of Law &amp; Order to be put on Netflix. Tomorrow night will be nothing but pancakes, puppy &amp; SVU 
",positive
"Come enjoy Splash Dance with Robbie Riviera this Thursday @tiffany88 
",positive
"@charlesmartinez @charlesmartinez after hearing the 3-11 day news and another! Overtime the rest of the year! Plus Mexico in January!! I'm ready guys!!! 
",positive
"I seriously might just take the fam to Disneyland right now and come back in time for work tomorrow. Got a stack, why not? 
",positive
"""Can't wait to see #WWE #RAW tonight, after #SummerSlam, this is the 1st time we'll see John Cena without any title around his waist"" 
",positive
"David Beckham's Son Romeo Beckham Leads out England Team for His 13th Birthday: When the word ""Beckham"" is a p... 
",neutral
"I want to trade an Ant-Man fig for this Yellowjacket. All from @michellewang June box. Tweet if interested 
",positive
"The Craft Awards are happening next week on October 4th at the Gladstone Hotel! Invite all your friends and get... 
",positive
"@beckcarol   5. I initially grew interest in Dark Souls because I found out Golden Sun shared the same composer. :V 
",positive
"Monsanto may be to blame for soaring suicide rates among farmers in India:  In India, the suicide r... @nbenson 
",negative
"@nicholas27 They're actually going venue shopping tomorrow! They're checking out Grand Bend and surrounding areas (ie. St. Mary's)! 
",positive
"@joyceelizabeth can\u2019t open the link\u002c is it ferry Corsten in December? 
",negative
"goodnight guys! going to big bang concert tomorrow omfg or i hope my parents dont bail last second 
",positive
"@tammy34 Sat my daughter down and we watched 12 Monkeys. Changed her mind about what a really good movie is (NOT Twilight) 
",positive
"""At 12:00 AM - Hey Yakub, Happy birthday... May God give you a long life   *awkward silence*"" 
",positive
"@lyonsrachel *About an hour later, Thor emerged from his slumber fully energized.  He did not wish to wake Jane so he quietly sat on the+"" 
",neutral
"@joshua65 nah I'm prolly jus gonna get the Gucci foams that come out on Friday 
",positive
"Charles Gets The Grandkids Into Gardening: He may be only two years old but it seems Prince George's grandfath... 
",positive
"About last night: Kris Bryant wins a wild one with walk-off home run in the 9th. #Cubs photos: 
",positive
"@fosterapril no. You misread. I'm not just talking about BNP. I'm talking about the dog whistle racism in popular press. Open the sun or mail. 
",negative
"Angela Merkel told UK to take more of her 800,000 immigrants.That was April.Now she's putting in border controls 
",negative
"@gperry And the same station that will air new episodes of COUGAR TOWN in January! @gperry has been good to us\u002c Jordan. #PennyCan 
",positive
"It'll be a special night Saturday in MetLife if Victor Cruz indeed does takes the field.. 
",positive
"Day 2 stuck in the Taipei airport. Possibly going to LA to wait out the storm. Didn't think I'd make it to Cali for the 1st time this way 
",negative
"@gwang o_O Well, (un)fortunately, you'll prob need at least one of those if you come to London in late Oct.!"" 
",negative
"got the 2nd season of Downton Abbey from the library...so ashamed about the girly side of me coming out\u002c had to schedule a new tattoo 
",negative
"@dherrera focus on Briana and Michael and your family - just look at those gorgeous grand babies! They think u r the sun! Be happy Vicki. 
",positive
"Viola Davis in a black & white Max Mara dress at the  29th Annual Fashion Group International Night Of Stars 
",neutral
"@ymorgan Dead on point.  U couldn't expect to sweep with Verlander pitching...now if u get lucky tomorrow, its gravy and HUGE."" 
",negative
"Watching the 2nd punisher. Wish they\u2019d make another one with Quentin Tarentino directing and Thomas Jane as Castle 
",positive
"Our fun Fair Cape colour in competition that appeared in the Cape Argus on Saturday! 
",positive
"and the 17th is Star Wars Day :D 
",positive
"""Galaxy S II can be wiped by just clicking a link, other devices may be vulnerable #Galaxy #Samsung #HTML #Vulnerability"" 
",negative
"New IPhone, it's a relegious day. 
",positive
"""#YakubVerdict: my 11yr old exclaimed, tomorrow will be the worst birthday for Yakub but his 1st bday was worst for the country! Makes sense"" 
",negative
"@patrickmaria Sorry that we couldn\u2019t get you in the party. The guys I was playing with refuse to play ground war. Open Lobby on Wed. 
",negative
"SS but they have really good music and it\u2019s a very sad thing that Mitch Lucker died may he rest in peace #RIPMitchLucker 
",negative
"Sandy\u002c if you have ruined my chances to see Bruno mars on Monday I will go buck wild. 
",negative
"Back to the HB pass back on 1st drive..if I heard the rumors of Fedora\u2019s plan..you have to think TOB did. Get your D to stay on assignment. 
",neutral
"Can you all send Get well soon messages to Tressa she is the co-owner and she broke her leg and tomorrow is her Birthday 
",neutral
"@carol82 Sorry to hear that! If things change before Feb, lemme know! I'll buy you a coffee and squee about Kim and Briana at you. *lol*"" 
",positive
"Chelsea will pursue the signing of Paul Pogba from Juventus until the transfer window closes on Tuesday. (Source: Independent) 
",positive
"They're showing the Motown 25th on PBS. Michael Jackson at the height of his fame. Mind blowing moves. #MoonwalkDebut 
",positive
"@edwardsbrandon TMILLS is going to Tucson! But the 29th and it\u2019s on a Thursday :( 
",negative
"""Bubble Tea Yogurmet, you'll love it, come to Miramar and starting next Saturday we will be open at Doral.10712 NW 74th St"" 
",positive
"Fabio Capello (Russia\u2019s head-coach) wishes Cristiano\u2019s injury was more serious. (Russia will play against Portugal tomorrow in the WCQ) 
",negative
"Strangely\u002c National Margarita day is Feb 22nd. Think we\u2019ll celebrate tomorrow anyway. Happy #CincoDeMayo! 
",positive
"#Brewers News Braun makes history with fourth 20/20 season - Ryan Braun became the 31st player in Major League his... 
",positive
"@fwells did you explain to him how Qatar, your backers, &amp; Saudi Arabia were responsible for its destruction? 
",negative
"@juanstewart Movie day and some of Grammy\u2019s hot chocolate tomorrow... #pleaseohplease 
",positive
"Saying something DBZ related that may seem extraordinary fucks niggas up like it does Naruto. No I love that series man 
",positive
"@joeweber Cause I can't be the 1st or 4th? The 8th is after Naruto and that's going to be me when he dies 
",neutral
"My boss asked me if I would work Christmas &amp; I'm just like.. heck yes! Id work a double Christmas day if I could. Just not black Friday. Lol 
",positive
"I wanna go to the studio with Ulysses n them tomorrow\u002cbut i cant. #BARS 
",negative
"Twitter overhauls iPad app with responsive design #July 
",positive
"@wbaird @wbaird sadly this is affecting us too.Relief turned down,rateable value up..awaiting response about 2nd appeal from LCC"" 
",negative
"Coming December 11th &amp; December 12th LIVE on PARTY103! We celebrate the Epic 100th Episode of Curtis &amp; Craigs... 
",positive
"I've never ever won a radio contest before &amp; Shawn never does them when he's in California so seeing him tomorrow makes me so happy 
",positive
"@emilywhitney @emilywhitney @emilywhitney  May God continue the bless and protect Netanyahu and all of Israel. 
",positive
"Sad I won\u2019t get to see @patricia48 on The Challenge: Battle of the Seasons tonight :( I guess I\u2019ll have to wait until next Wednesday.. 
",negative
"I probs say this every Tuesday but Paper Towns is the best film I've actually seen and it just makes me love life 
",positive
"@acostanathan Photo was from Jan-15 after Charlie Hebdo attack. You may want to delete that tweet.... 
",negative
" Boris Johnson Times. Ed moans abt George going 1st class but David Miliband travelled by Royal Jet. #boris johnson 
",neutral
"Excited for the Federer vs. Djokovic final in Cincinnati tomorrow afternoon. Should be some great tennis! 
",positive
"This literally may be one of the best week's in a long time on a Big Brother season. #BB17 
",positive
"Happy Birthday to the only important birthday July 22..  Prince George. 
",positive
"""You may not like his football, but Christian ponder just did something really cool #lululemon"" 
",positive
"Protest against the Mitch Daniels Purdue Presidential nomination tomorrow @ Loeb Theater 2:30 pm. Bring a friend! #SOAPurdue 
",negative
"they were talking about the teen awards on Sunday and they mentioned ashton being sick :( 
",negative
"@osborneshelly @osborneshelly I have no one to drive me :( I am going to Amy\u2019s tomorrow to do Maths. 
",negative
"@kaylamorris ohh I think on Saturday! it's Alli Simpson and Madison Pettis <-- girl from live with boys omg I wanna go tooooo! :$ 
",positive
"@dlozano you just askin the wrong folks. Equalizer is a must tomorrow since I'm off 
",positive
"""If Nicki didn't have her ass, she'd be shorter when she sat down."" 
",negative
"""Hey John, i'm the guy from RSA and i just wanna wish you a great match with Seth Rollins on Sunday at SummerSlam and i hope you'll beat him"" 
",positive
"""I'm so hiao , I repeat the 5th time for the Jonghyun's solo, yeaaa, I love the useless shirt compared to shirtless, but same whattt xD"" 
",positive
"I thought this may have been entertaining after nicki's moment but it's actually very painful 
",negative
"John Cena got screwed! 1st the ref got knocked out then John Stewart comes out with a chair. Disgrace! #TitleForTitle #Cenation #SummerSlam 
",negative
"""x')) *proud*RT@_changsuns [Prepix's 2nd tweet rough trans] Like the expression,style,dance,rap and m/v too. It is awesome GD. Korea's pride."" 
",positive
"The Nigerian government hasn't been transparent enough in the fight against Boko Haram #Truth 
",negative
"""Back in California, come watch some ASU hockey at UCLA tonight and SDSU tomorrow and Saturday, I'll be your friend if you do"" 
",positive
"@uwilson if you're interested... Mansbridge's Harper interview. Justin tomorrow, Mulcair Wednesday. 
",positive
"Tomorrow I will either stream, more Max: The Curse of Brotherhood, Minecraft, Trials Fusion, or Call of Duty: Advanced Warfare, you tell me. 
",positive
"""wooohoooo channel 4 is playing the film Four Lions on sunday at 9pm, everyone should watch such a funny film!"" 
",positive
"Dustin Johnson hasn't recovered since Saturday at the Open Championship. Absolute head case right now 
",neutral
"Angela Merkel to run for 4th term....if this happens in Africa, UN, US, G7 etc will be planning to invade the country...hypocrites #africa 
",negative
"Thanks Sky for screwing up another home game by putting it on the Monday of Toy Fair for 2nd year running. Didn\u2019t want to see Everton anyway 
",negative
"Nicki better release a raunchy vid for trini Dem girls so it can get her 1st grammy 
",positive
"""Carly Fiorina: 'Game On': Carly Fiorina explained on Fox News Sunday this morning that the presidential """"race ... 
",neutral
"""CNN amends debate criteria, Carly Fiorina may get in - CNN has modified its standards for who qualifies for the su... 
",neutral
"""Tv channels,having""""know all' anchors,could not make enough programs to fill 3days of Eid.They kept repeating 1st day programs. What a shame."" 
",negative
"""I just noticed that Alli Simpson, Sarah, and April follow me. WHY DIDN'T I KNOW HOLY FUDGING FUDGE BALLS. THIS WORLDDDDDDD"" 
",positive
"""Good luck to my cousin on HSPA tomorrow, praying for you Mary. I know you can do it!!!!! @lopezangelica 
",positive
"Go Chicago bulls beat the calivlers this Monday 
",positive
"@josephkelley tomorrow? I don\u2019t think so babe\u002c sorry... only confirmed sunday with Pats... 
",negative
"Here's the AM message form PFBC this Sunday for those away for Labor Day...""Web of Lies"" in Acts 5:6-11 via @hansonmichelle 
",positive
"Ok all y\u2019all Catholics\u002c tomorrow be a holy day of obligation. Be sure to get y\u2019all a$$ to mass. 
",positive
"also just got Dark Souls to work with OBS i am READY for tomorrow :D 
",positive
"The beauty of SUN News! SUN TV bagging IPL contract is a breaking news on #NDTV while SUN News is busy talking about Jayalalithaa! #TN 
",positive
"@christophermejia @christophermejia @christophermejia Actually, it was the other way round: 1st this admin literally kissed ass, then Iran demanded mills on top!"" 
",negative
"""Might only play Kenny and Jason Aldean tonight djing to prepare for tomorrow. Ya I know I'm a loser for going tomorrow, I didn't buy them.."" 
",negative
"I don't get the panic at all. Still in playoffs still david price pitching Friday still great lineup still lots of games left #bluejays 
",positive
"""Tomorrow's Charlie Hebdo:  """"They have weapons. Screw them, we have champagne!""""  The spirit of the French is strong. 
",positive
"""Tomorrow, July 19, is National Ice Cream Day! Here are some of the specials you'll find around the country:  My... 
",positive
"Sat next to a black guy on a train\u002c when Niggas In Paris came on... Had to turn it up ! 
",neutral
"Just remembered I'm taking the PSSAs tomorrow. #Fml 
",negative
"@anthonygomez @anthonygomez LOL - 1st off it'd be wah-zee. Israeli start up - dev in '08...sold to Google maps in '12 for $1.1Bil. #SoNotFair 
",negative
"Scott Walker pretends that building a wall on the Canadian border to keep out terrorists is a serious idea. 
",negative
"""Cant wait to see \""""""""Flight\"""""""" on Saturday\u002c Denzel is one of the best actors in the world alongside Leo and De Niro"" 
",positive
" Here\u2019s what Dixie is saying about Stansbury. Be sure to check out Mark Watson\u2019s preview tomorrow 
",neutral
"""On the auspicious day of Eid, may you be blessed with peace, prosperity and happiness. Eid Mubarak to all..!"" 
",positive
"Fast bowler James Pattinson has a buttock injury and won't play in tomorrow's third and deciding one day final against Sri Lanka.  #cricket 
",negative
"@sandraneal All eyes on Apple today. Don't miss the #AppleEvent. Starting at 10am PDT. 
",positive
"""he's my sun, he makes me shine  #MTVStars Lady Gaga"" 
",positive
"PSA: These photos from the Charlie Hebdo attacks back in January. This is NOT what Paris looks like right now. 
",negative
"Rahul Gandhi talking about politics and policies is like studying for CAT from a 2nd grade teacher. @vjohnson  #FakeIntolerance 
",negative
"I just heard about Frank Gifford. Anyone who ever watched Monday Night Football enjoyed it more with him. Rest in peace. 
",positive
"Sonic on OST is the worst place in 3rd ward! 
",negative
